OrchardID,NrKlant,NmKlant,NrKlantGenby,MonstGenBij,Adres2,Adres3,Adres4,NrOrder,NrOndz,Subcategorie,Sample description,Material,OmTypeMonster,DtMonster,DtVerslag,BemDiepteLg,BemDiepteHg,NrMonsterRm,TVocht,Moisture,TDroge stof,Droge stof,Tleeg3,leeg3,TN-Tot,Total nitrogen stock (mg N/kg),TCN,C/N ratio,TN-Levering,N-supplying capacity (kg N/ha),TC-totaal,C-totaal,TP-totaal,Total P-stock (mg P2O5/100g),TP-PAE,P-PAE,TAdviesPw,AdviesPw,TP-AL,P-AL,TK,K,TK-vrd,K-soil stock (mmol+/kg),TK-getal,K-getal,TS-totaal,Total sulphur stock (mg S/kg),TSLV,S-supplying capacity (kg S/ha),TSaanv,Saanv,TMg,Mg,TK/Mg,K/Mg,TNa,Na,TB,B,TCu-PAE,Cu-PAE,TMn,Mn,TCo-PAE,Co-PAE,TZn-PAE,Zn-PAE,TpH_NIR,pH_NIR,TpH,pH,TKZK,Carbonate lime (%),TOS,Organic matter (%),TLutum,Clay % (<2 μm),TCEC,Clay-humus (CEC)CEC (mmol+/kg),TCEC-Bez.,CEC-saturation (%),TS-PAE,S-PAE,TMicr.activiteit,Microbial activity (mg N/kg),TC/S,C/S ratio,TEc,Ec,TCl,Cl,TAl-ox,Al-ox,TFe-ox,Fe-ox,TP-ox,P-ox,TCadmium,Cadmium,TChroom,Chroom,TKoper,Koper,TKwik,Kwik,TNikkel,Nikkel,TLood,Lood,TZink,Zink,TArseen,Arseen,TN-NO3(dr),N-NO3(dr),TN-NO3 (kg/ha),N-NO3 (kg/ha),TCa-vrd,Ca-soil stock (mmol+/kg),TMg-vrd,Mg-soil stock (mmol+/kg),TNa-vrd,Na-soil stock (mmol+/kg),TH-bez,H-saturation (%),TAl-bez,AL-saturation (%),Tverkr.bh,Soil crumbling score,Tverslemp,Soil slaking score,Tmicro.bm,micro.bm,Tbact.bm,bact.bm,Tschim.bm,schim.bm,TAmm-N(dr),Amm-N(dr),TVrd-N(dr),Vrd-N(dr),TPw,Pw,T0-2 P,0-2 P,T2-16 P,2-16 P,T16-50 P,16-50 P,T50-105 P,50-105 P,T105-150 P,105-150 P,T150-210 P,150-210 P,T210-300 P,210-300 P,T300-420 P,300-420 P,T420-600 P,420-600 P,T600-2000 P,600-2000 P,TM50  P,M50  P,TD10/60  P,D10/60  P,TSe,Se,TM50_NIR,M50μm (medium value of the sand fraction) ,TCa-bez,Ca-saturation (%),TMg-bez,Mg-saturation (%),TK-bez,K-saturation (%),TNa-bez,Na-saturation (%),TN-tot-opl,N-tot-opl,TN-org-opl,N-org-opl,Tschim./bact,schim./bact,TpH-CaCl2,pH-CaCl2,T0-2,0-2,T2-16,2-16,T16-50,16-50,T50-63,50-63,T63-125,63-125,T125-180,125-180,T180-250,180-250,T250-355,250-355,T355-500,355-500,T500-1000,500-1000,T1000-2000,1000-2000,TM50,M50,TD60/D10,D60/D10,TCa-besch,Ca-besch,TCa-voorr,Ca-soil stock (kg Ca/ha),TP-verz.graad,P-verz.graad,TC-org,C-organic SOC (%),TC-anorg,C-anorg,T2-50,2-50,T50-2000,50-2000,TCa-besch (mmol/l),Ca-besch (mmol/l),TC/OS,C/OS ratio,TSilt,Silt % (2-50 μm),TZand,Sand % (>50 μm),TSi,Si,TMo,Mo,TFe,Fe,TK_HCl,K_HCl,pF 2.0 (%) Field Capacity,pF 4.2 (%) Wilting Point,Density g/cm3
,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778230,BEM,PADDOCKPLM,BODEM,Loess,08102020,13112020,0,25,0,,2.5,,,,,,3340,,10,,160,,,,151,,,,,,,,,,8.9,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,5,,0.4,,6.1,,34,,192,,77,,,,122,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,33.2,,1.7,<,0.1,<,0.1,,3.9,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,54,,17,,4.6,,0.9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825,,,,3.2,,,,,,,,,,0.52,,25,,35,,,,,,,,,43.1,24.9,1.12
PADDOCKPLM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778234,BEM,PADDOCKPLM 18495,BODEM,Loess,08102020,13112020,0,25,0,,1.9,,,,,,2320,,8,,145,,,,210,,,,,,,,,,5.5,,,,205,,6,,10,,,,,,,,,,,,,,,,,,,,4.1,,0.9,,3.9,,22,,144,,63,,,,89,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,21.5,,1.1,,0.6,,27,,5.7,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,43,,15,,3.8,,0.8,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685,,,,2,,,,,,,,,,0.51,,34,,39,,,,,,,,,38.5,17.6,1.19
PARACHRISH,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223516,778222,BEM,PARACHRISH 18380,BODEM,Loess,08102020,12112020,0,25,0,,1.3,,,,,,1260,,11,,65,,,,122,,,,,,,,,,7.4,,,,170,,7,,11,,,,,,,,,,,,,,,,,,,,6.1,,0.9,,2.7,,13,,107,,95,,,,43,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,15.5,,0.8,<,0.1,<,0.1,,8.3,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,73,,14,,6.9,,0.7,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4805,,,,1.4,,,,,,,,,,0.52,,29,,54,,,,,,,,,33.4,10.8,1.23
PARAFALLW,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223515,778221,BEM,PARAFALLW 18381,BODEM,Loess,08102020,12112020,0,25,0,,1.1,,,,,,1290,,9,,75,,,,92,,,,,,,,,,4.6,,,,225,,12,,16,,,,,,,,,,,,,,,,,,,,5.6,,0.7,,2.5,,11,,106,,91,,,,36,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,14.6,,0.6,<,0.1,<,0.1,,8.6,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,72,,14,,4.3,,0.6,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4710,,,,1.2,,,,,,,,,,0.48,,36,,50,,,,,,,,,33.6,9.9,1.24
PARAMOUR1,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223514,778219,BEM,PARAMOUR1 18379,BODEM,Loess,08102020,12112020,0,25,0,,1.2,,,,,,1780,,11,,90,,,,118,,,,,,,,,,5.1,,,,265,,11,,15,,,,,,,,,,,,,,,,,,,,5.7,,0.9,,3.5,,13,,110,,95,,,,74,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,16.2,,1.1,<,0.1,<,0.1,,8.3,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,74,,15,,4.6,,1,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870,,,,1.9,,,,,,,,,,0.54,,35,,48,,,,,,,,,35.5,12.4,1.20
PARKBRAM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223500,778157,BEM,PARKBRAM 18713,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,1220,,12,,60,,,,45,,,,,,,,,,5.2,,,,170,,6,,10,,,,,,,,,,,,,,,,,,,,6.3,,1.2,,2.7,,14,,144,,89,,,,47,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,17.3,,0.3,<,0.1,<,0.1,,8.1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,73,,12,,3.6,,0.2,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6465,,,,1.5,,,,,,,,,,0.56,,16,,66,,,,,,,,,31,9.7,1.23
PARKWEST,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223500,778158,BEM,PARKWEST 18714,BODEM,Loess,08102020,12112020,0,25,0,,1.6,,,,,,2510,,10,,130,,,,82,,,,,,,,,,3.3,,,,150,,1,,5,,,,,,,,,,,,,,,,,,,,6.4,,0.7,,5.1,,15,,156,,100,,,,88,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,21.3,,1.1,<,0.1,<,0.1,,8.1,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,83,,14,,2.1,,0.7,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7475,,,,2.5,,,,,,,,,,0.49,,24,,55,,,,,,,,,36.7,15.1,1.15
PARSONAGER,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5222805,778032,BEM,PARSONAGER 18359,BODEM,Loess,08102020,23112020,0,25,0,,1.8,,,,,,2030,,11,,105,,,,31,,,,,,,,,,3.2,,,,275,,10,,14,,,,,,,,,,,,,,,,,,,,6.8,,1.3,,4,,21,,169,,100,,,,93,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,15.3,<,0.4,<,0.1,<,0.1,,7,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,89,,9.1,,1.9,<,0.1,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8955,,,,2.3,,,,,,,,,,0.58,,13,,61,,,,,,,,,34.7,14.2,1.18
PARSONCOX1,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5222805,778031,BEM,PARSONCOX1 18357,BODEM,Loess,08102020,19112020,0,25,0,,1.8,,,,,,2920,,10,,150,,,,140,,,,,,,,,,6.4,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,6.3,,0.6,,5.9,,18,,167,,100,,,,52,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,26.6,,1.1,<,0.1,<,0.1,,7.6,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,80,,16,,3.8,,0.7,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485,,,,3,,,,,,,,,,0.51,,35,,41,,,,,,,,,39.8,18.6,1.12
PARSONCOX2,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5222806,778033,BEM,PARSONCOX2 18358,BODEM,Loess,08102020,19112020,0,25,0,,1.8,,,,,,2870,,12,,125,,,,223,,,,,,,,,,9,,,,580,,27,,31,,,,,,,,,,,,,,,,,,,,6.4,,1.7,,6.5,,15,,176,,100,,,,74,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,28.1,,1.4,<,0.1,<,0.1,,8.3,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,78,,16,,5.1,,0.8,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650,,,,3.3,,,,,,,,,,0.51,,44,,33,,,,,,,,,40.5,18.3,1.11
PEGASUS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223501,778167,BEM,PEGASUS 18728,BODEM,Loess,08102020,12112020,0,25,0,,1,,,,,,1220,,10,,70,,,,237,,,,,,,,,,5.2,,,,150,,6,,10,,,,,,,,,,,,,,,,,,,,4.8,,0.5,,2.8,,15,,109,,70,,,,46,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,13.7,,0.5,,0.2,,0.8,,7.7,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,52,,13,,4.8,,0.5,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,,,,1.2,,,,,,,,,,0.43,,32,,50,,,,,,,,,34.6,12.1,1.23
PETES,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211128,776687,BEM,PETES 16472,BODEM,Loess,08102020,12112020,0,15,0,,1.8,,,,,,2350,,9,,80,,,,184,,,,,,,,,,5.3,,,,215,,3,,7,,,,,,,,,,,,,,,,,,,,6.7,,0.6,,4.6,,19,,182,,98,,,,58,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,17.4,,0.9,<,0.1,<,0.1,,7.4,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,85,,9.6,,2.9,,0.5,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,,,,2.1,,,,,,,,,,0.46,,50,,26,,,,,,,,,39.9,17.7,1.16
PHOENIX,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223501,778168,BEM,PHOENIX 18729,BODEM,Loess,08102020,12112020,0,25,0,,1.2,,,,,,1410,,15,,55,,,,306,,,,,,,,,,7,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,4.4,,0.2,,3.8,,19,,115,,82,,,,59,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,11,,0.4,,0.3,,7.6,,6.7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,66,,9.6,,6.1,,0.3,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,,,,2.1,,,,,,,,,,0.55,,34,,43,,,,,,,,,37.5,15.9,1.19
PICKBANKO,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776815,BEM,PICKBANKO 16878,BODEM,Loess,08102020,29102020,0,15,0,,2.6,,,,,,4040,,10,,120,,,,188,,,,,,,,,,6.1,,,,780,,22,,26,,,,,,,,,,,,,,,,,,,,7,,2.9,,7.6,,16,,297,,99,,,,103,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,17.2,,1.5,<,0.1,<,0.1,,8.3,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,91,,5.8,,2.1,,0.5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700,,,,4.1,,,,,,,,,,0.54,,49,,25,,,,,,,,,42,20.4,1.08
PICKBANKY,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776816,BEM,PICKBANKY 16879,BODEM,Loess,08102020,29102020,0,15,0,,2,,,,,,3250,,11,,90,,,,97,,,,,,,,,,4.1,,,,580,,16,,20,,,,,,,,,,,,,,,,,,,,6.5,,0.7,,6.6,,12,,229,,100,,,,95,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,16.7,,1.3,<,0.1,<,0.1,,8.8,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,90,,7.3,,1.8,,0.6,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865,,,,3.5,,,,,,,,,,0.53,,42,,39,,,,,,,,,39.6,16.7,1.10
PIGEON,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776707,BEM,PIGEON 16473,BODEM,Loess,08102020,12112020,0,15,0,,1.6,,,,,,2080,,9,,65,,,,201,,,,,,,,,,5.2,,,,225,,5,,9,,,,,,,,,,,,,,,,,,,,7.3,,0.6,,3.9,,17,,149,,100,,,,54,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,16.4,,0.8,<,0.1,<,0.1,,7.8,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,85,,11,,3.5,,0.5,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,,,,1.8,,,,,,,,,,0.46,,50,,29,,,,,,,,,38.6,15.6,1.19
PIPELINE,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223505,778189,BEM,PIPELINE 18730,BODEM,Loess,08102020,12112020,0,25,0,,2.1,,,,,,2310,,10,,115,,,,254,,,,,,,,,,2.7,,,,390,,19,,23,,,,,,,,,,,,,,,,,,,,6.9,,1.2,,5.4,,15,,167,,84,,,,82,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,17.1,,0.7,<,0.1,<,0.1,,8.2,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,72,,10,,1.6,,0.4,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6845,,,,2.3,,,,,,,,,,0.43,,29,,49,,,,,,,,,37.9,16.1,1.14
PLACEWOOD1,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223492,778137,BEM,PLACEWOOD1 18394,BODEM,Loess,08102020,12112020,0,25,0,,2.4,,,,,,2980,,9,,155,,,,132,,,,,,,,,,4.5,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,6.4,,2.3,,4.9,,37,,339,,88,,,,86,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,32.8,,2,<,0.1,<,0.1,,4.1,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,76,,9.7,,1.3,,0.6,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14975,,,,2.6,,,,,,,,,,0.53,,26,,30,,,,,,,,,43,24.7,1.15
PLACEWOOD2,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223492,778138,BEM,PLACEWOOD2 18395,BODEM,Loess,08102020,12112020,0,25,0,,3.7,,,,,,5390,,8,,295,,,,177,,,,,,,,,,3.9,,,,290,,1,,5,,,,,,,,,,,,,,,,,,,,6.2,,1.7,,7.7,,55,,381,,100,,,,157,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,48.2,,2.3,<,0.1,<,0.1,,3.8,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,86,,13,,1,,0.6,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590,,,,4.5,,,,,,,,,,0.58,,17,,19,,,,,,,,,48.3,30.3,1.07
POND,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223492,778139,BEM,POND 18396,BODEM,Loess,08102020,12112020,0,25,0,,2.8,,,,,,3490,,11,,165,,,,161,,,,,,,,,,3.6,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,6.7,,5.2,,7.3,,30,,308,,100,,,,123,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,31.1,,2,<,0.1,<,0.1,,6.3,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,88,,10,,1.2,,0.6,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14720,,,,3.9,,,,,,,,,,0.53,,32,,26,,,,,,,,,44.4,26.3,1.08
PONDPEARS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5213840,777281,BEM,PONDPEARS 17605,BODEM,Loess,08102020,02112020,0,25,0,,1.3,,,,,,2080,,11,,100,,,,139,,,,,,,,,,3.9,,,,355,,16,,20,,,,,,,,,,,,,,,,,,,,4.1,,0.5,,4.1,,14,,110,,62,,,,60,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,16.7,,1,,0.8,,27,,8,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,43,,15,,3.5,,0.9,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,,,,2.2,,,,,,,,,,0.54,,49,,32,,,,,,,,,38,14.4,1.18
POPESBYPSA,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210643,776783,BEM,POPESBYPSA 16965,BODEM,Loess,08102020,05112020,0,15,0,,1.1,,,,,,1820,,10,,60,,,,171,,,,,,,,,,4.1,,,,295,,8,,12,,,,,,,,,,,,,,,,,,,,5,,0.6,,3.4,,10,,95,,85,,,,28,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,11.8,,0.7,<,0.1,<,0.1,,8.8,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,68,,12,,4.3,,0.7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,1.9,,,,,,,,,,0.56,,39,,47,,,,,,,,,35,10.9,1.20
POPESBYPSB,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210643,776784,BEM,POPESBYPSB 16966,BODEM,Loess,08102020,05112020,0,15,0,,1.4,,,,,,1990,,11,,60,,,,156,,,,,,,,,,3.7,,,,275,,6,,10,,,,,,,,,,,,,,,,,,,,5.9,,0.6,,3.8,,12,,138,,93,,,,53,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,13.3,,1,<,0.1,<,0.1,,8.5,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,80,,9.6,,2.7,,0.7,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3935,,,,2.1,,,,,,,,,,0.55,,46,,38,,,,,,,,,36.8,12.8,1.19
POPESHOUSE,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210643,776790,BEM,POPESHOUSE 16972,BODEM,Loess,08102020,05112020,0,15,0,,1.8,,,,,,3640,,11,,100,,,,319,,,,,,,,,,6.5,,,,490,,10,,14,,,,,,,,,,,,,,,,,,,,6.4,,0.5,,7.2,,13,,202,,99,,,,91,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,29.4,,1.5,<,0.1,<,0.1,,8.7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,80,,15,,3.2,,0.7,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260,,,,3.9,,,,,,,,,,0.54,,48,,31,,,,,,,,,40.8,18.1,1.09
POPESMARSH,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210925,776806,BEM,POPESMARSH 16977,BODEM,Loess,08102020,28102020,0,15,0,,1.3,,,,,,2260,,12,,60,,,,142,,,,,,,,,,3.7,,,,385,,10,,14,,,,,,,,,,,,,,,,,,,,3.5,,0.8,,5.1,,12,,88,,72,,,,72,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,18,,1,,4,,40,,8.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,47,,20,,4.2,,1.1,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,,,,2.6,,,,,,,,,,0.51,,34,,48,,,,,,,,,37.2,14.3,1.15
POPESOAST,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210925,776805,BEM,POPESOAST 16976,BODEM,Loess,08102020,28102020,0,15,0,,1.3,,,,,,2210,,10,,75,,,,252,,,,,,,,,,5.5,,,,255,,5,,9,,,,,,,,,,,,,,,,,,,,5,,0.2,,4.4,,14,,103,,84,,,,45,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,16.3,,0.7,<,0.1,<,0.1,,8.1,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,62,,16,,5.3,,0.7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,2.3,,,,,,,,,,0.52,,52,,29,,,,,,,,,38.6,14.8,1.17
POPLARS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5215230,777419,BEM,POPLARS 17468,BODEM,Loess,08102020,03112020,0,25,0,,2.2,,,,,,2040,,12,,105,,,,214,,,,,,,,,,2,,,,575,,33,,37,,,,,,,,,,,,,,,,,,,,7.3,,2.2,,3.2,,20,,205,,100,,,,77,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,8.9,,0.7,<,0.1,<,0.1,,7.1,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,94,,4.3,,1,,0.3,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11710,,,,2.5,,,,,,,,,,0.78,,50,,25,,,,,,,,,38.8,16.2,1.21
PYO,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5215239,777435,BEM,PYO 17467,BODEM,Loess,08102020,03112020,0,25,0,,1.6,,,,,,2310,,12,,105,,,,135,,,,,,,,,,5.3,,,,520,,27,,31,,,,,,,,,,,,,,,,,,,,6.3,,1.2,,4.8,,14,,173,,99,,,,87,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,15.5,,1,<,0.1,<,0.1,,8.3,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,86,,9,,3.1,,0.6,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640,,,,2.7,,,,,,,,,,0.56,,48,,32,,,,,,,,,38.7,15.4,1.16
RAGLAN,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778235,BEM,RAGLAN 18496,BODEM,Loess,08102020,13112020,0,25,0,,3.4,,,,,,4350,,10,,215,,,,204,,,,,,,,,,10.4,,,,630,,24,,28,,,,,,,,,,,,,,,,,,,,6.8,,1.2,,7.5,,61,,313,,90,,,,130,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,29.5,,2.2,<,0.1,<,0.1,,4.6,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,77,,9.4,,3.3,,0.7,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12970,,,,4.4,,,,,,,,,,0.59,,18,,12,,,,,,,,,49.7,31,1.08
RECTVICAR,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223492,778141,BEM,RECTVICAR 18398,BODEM,Loess,08102020,12112020,0,25,0,,3.2,,,,,,4000,,9,,220,,,,111,,,,,,,,,,1.9,,,,260,,1,,5,,,,,,,,,,,,,,,,,,,,6.6,,0.8,,6.3,,33,,351,,95,,,,98,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,16.2,,2.3,<,0.1,<,0.1,,5.6,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,89,,4.6,,0.5,,0.7,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17435,,,,3.8,,,,,,,,,,0.6,,30,,30,,,,,,,,,43.6,25.4,1.11
