OrchardID,NrKlant,NmKlant,NrKlantGenby,MonstGenBij,Adres2,Adres3,Adres4,NrOrder,NrOndz,Subcategorie,Sample description,Material,OmTypeMonster,DtMonster,DtVerslag,BemDiepteLg,BemDiepteHg,NrMonsterRm,TVocht,Moisture,TDroge stof,Droge stof,Tleeg3,leeg3,TN-Tot,Total nitrogen stock (mg N/kg),TCN,C/N ratio,TN-Levering,N-supplying capacity (kg N/ha),TC-totaal,C-totaal,TP-totaal,Total P-stock (mg P2O5/100g),TP-PAE,P-PAE,TAdviesPw,AdviesPw,TP-AL,P-AL,TK,K,TK-vrd,K-soil stock (mmol+/kg),TK-getal,K-getal,TS-totaal,Total sulphur stock (mg S/kg),TSLV,S-supplying capacity (kg S/ha),TSaanv,Saanv,TMg,Mg,TK/Mg,K/Mg,TNa,Na,TB,B,TCu-PAE,Cu-PAE,TMn,Mn,TCo-PAE,Co-PAE,TZn-PAE,Zn-PAE,TpH_NIR,pH_NIR,TpH,pH,TKZK,Carbonate lime (%),TOS,Organic matter (%),TLutum,Clay % (<2 μm),TCEC,Clay-humus (CEC)CEC (mmol+/kg),TCEC-Bez.,CEC-saturation (%),TS-PAE,S-PAE,TMicr.activiteit,Microbial activity (mg N/kg),TC/S,C/S ratio,TEc,Ec,TCl,Cl,TAl-ox,Al-ox,TFe-ox,Fe-ox,TP-ox,P-ox,TCadmium,Cadmium,TChroom,Chroom,TKoper,Koper,TKwik,Kwik,TNikkel,Nikkel,TLood,Lood,TZink,Zink,TArseen,Arseen,TN-NO3(dr),N-NO3(dr),TN-NO3 (kg/ha),N-NO3 (kg/ha),TCa-vrd,Ca-soil stock (mmol+/kg),TMg-vrd,Mg-soil stock (mmol+/kg),TNa-vrd,Na-soil stock (mmol+/kg),TH-bez,H-saturation (%),TAl-bez,AL-saturation (%),Tverkr.bh,Soil crumbling score,Tverslemp,Soil slaking score,Tmicro.bm,micro.bm,Tbact.bm,bact.bm,Tschim.bm,schim.bm,TAmm-N(dr),Amm-N(dr),TVrd-N(dr),Vrd-N(dr),TPw,Pw,T0-2 P,0-2 P,T2-16 P,2-16 P,T16-50 P,16-50 P,T50-105 P,50-105 P,T105-150 P,105-150 P,T150-210 P,150-210 P,T210-300 P,210-300 P,T300-420 P,300-420 P,T420-600 P,420-600 P,T600-2000 P,600-2000 P,TM50  P,M50  P,TD10/60  P,D10/60  P,TSe,Se,TM50_NIR,M50μm (medium value of the sand fraction) ,TCa-bez,Ca-saturation (%),TMg-bez,Mg-saturation (%),TK-bez,K-saturation (%),TNa-bez,Na-saturation (%),TN-tot-opl,N-tot-opl,TN-org-opl,N-org-opl,Tschim./bact,schim./bact,TpH-CaCl2,pH-CaCl2,T0-2,0-2,T2-16,2-16,T16-50,16-50,T50-63,50-63,T63-125,63-125,T125-180,125-180,T180-250,180-250,T250-355,250-355,T355-500,355-500,T500-1000,500-1000,T1000-2000,1000-2000,TM50,M50,TD60/D10,D60/D10,TCa-besch,Ca-besch,TCa-voorr,Ca-soil stock (kg Ca/ha),TP-verz.graad,P-verz.graad,TC-org,C-organic SOC (%),TC-anorg,C-anorg,T2-50,2-50,T50-2000,50-2000,TCa-besch (mmol/l),Ca-besch (mmol/l),TC/OS,C/OS ratio,TSilt,Silt % (2-50 μm),TZand,Sand % (>50 μm),TSi,Si,TMo,Mo,TFe,Fe,TK_HCl,K_HCl,pF 2.0 (%) Field Capacity,pF 4.2 (%) Wilting Point,Density g/cm3
SANTON23B,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779623,BEM,SANTON23B 18549,BODEM,Loess,08102020,19112020,0,25,0,,1.5,,,,,,1850,,8,,115,,,,216,,,,,,,,,,5.8,,,,195,,8,,12,,,,,,,,,,,,,,,,,,,,7,,2.7,,2.6,,18,,146,,100,,,,49,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,12.1,,0.8,<,0.1,<,0.1,,7.5,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,87,,8.3,,4,,0.5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7845,,,,1.5,,,,,,,,,,0.58,,54,,23,,,,,,,,,38,14.4,1.23
SANTON24,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779624,BEM,SANTON24 18550,BODEM,Loess,08102020,19112020,0,25,0,,1.5,,,,,,2170,,9,,120,,,,224,,,,,,,,,,6,,,,205,,6,,10,,,,,,,,,,,,,,,,,,,,6.3,,0.8,,4,,17,,154,,93,,,,68,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,13.3,,0.7,<,0.1,<,0.1,,7.6,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,80,,8.6,,3.9,,0.5,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7295,,,,1.9,,,,,,,,,,0.48,,59,,19,,,,,,,,,39.5,15.9,1.18
SANTON25A,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779625,BEM,SANTON 25A 18551,BODEM,Loess,08102020,19112020,0,25,0,,4.2,,,,,,5730,,8,,290,,,,165,,,,,,,,,,8.8,,,,855,,40,,44,,,,,,,,,,,,,,,,,,,,6.8,,2.2,,8.5,,59,,408,,98,,,,170,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,51.6,,2.1,<,0.1,<,0.1,,5,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,82,,13,,2.2,,0.5,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17630,,,,4.4,,,,,,,,,,0.52,,27,,3,,,,,,,,,50.8,32.8,1.05
SANTON25B,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779626,BEM,SANTON 25B 18552,BODEM,Loess,08102020,25112020,0,25,0,,4.3,,,,,,5290,,11,,240,,,,215,,,,,,,,,,11.4,,,,545,,11,,15,,,,,,,,,,,,,,,,,,,,5.4,,1.6,,8.1,,71,,417,,97,,,,195,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,61,,2.9,<,0.1,<,0.1,,2.9,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,79,,15,,2.7,,0.7,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17475,,,,5.8,,,,,,,,,,0.72,,19,,0,,,,,,,,,52.4,32,1.06
SANTON26,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779627,BEM,SANTON26 18553,BODEM,Loess,08102020,19112020,0,25,0,,2.4,,,,,,3930,,9,,200,,,,215,,,,,,,,,,6.8,,,,235,,1,,5,,,,,,,,,,,,,,,,,,,,6.9,,0.3,,6.8,,24,,254,,93,,,,102,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,31,,1.4,<,0.1,<,0.1,,7,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,78,,12,,2.7,,0.6,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10835,,,,3.4,,,,,,,,,,0.5,,54,,15,,,,,,,,,43.3,23,1.10
SANTON27,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779628,BEM,SANTON27 18554,BODEM,Loess,08102020,19112020,0,25,0,,4.5,,,,,,5900,,8,,315,,,,233,,,,,,,,,,11.6,,,,680,,24,,28,,,,,,,,,,,,,,,,,,,,7.1,,3.8,,9.7,,54,,431,,97,,,,239,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,44.5,,2.3,<,0.1,<,0.1,,5.8,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,84,,10,,2.7,,0.5,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18545,,,,5,,,,,,,,,,0.52,,33,,0,,,,,,,,,50.8,33.6,1.03
SANTON27A,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779629,BEM,SANTON27A 18555,BODEM,Loess,08102020,19112020,0,25,0,,3.1,,,,,,4120,,8,,220,,,,246,,,,,,,,,,10.7,,,,600,,29,,33,,,,,,,,,,,,,,,,,,,,7.3,,4,,6.5,,45,,332,,100,,,,157,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,52.8,,1.8,<,0.1,<,0.1,,4.4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,80,,16,,3.2,,0.5,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14795,,,,3.2,,,,,,,,,,0.49,,39,,6,,,,,,,,,47.4,29.9,1.11
SANTON28,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223496,778148,BEM,SANTON28 18556,BODEM,Loess,08102020,23112020,0,25,0,,3.2,,,,,,4820,,10,,230,,,,211,,,,,,,,,,9.8,,,,785,,35,,39,,,,,,,,,,,,,,,,,,,,7.3,,2.7,,7,,55,,360,,100,,,,197,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,57.4,,2.2,<,0.1,<,0.1,,4.7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,81,,16,,2.7,,0.6,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15925,,,,4.7,,,,,,,,,,0.67,,25,,10,,,,,,,,,49,31.1,1.09
SANTONPLUM,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223508,778199,BEM,SANTONPLUM 18564,BODEM,Loess,08102020,12112020,0,25,0,,3.2,,,,,,5320,,9,,275,,,,185,,,,,,,,,,12.3,,,,350,,2,,6,,,,,,,,,,,,,,,,,,,,5.8,,2,,7.5,,57,,375,,100,,,,119,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,82.9,,2.5,<,0.1,<,0.1,,3.2,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,74,,22,,3.3,,0.7,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14970,,,,4.8,,,,,,,,,,0.64,,28,,6,,,,,,,,,49.7,31.9,1.08
SARAHS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212261,777122,BEM,SARAHS 16958,BODEM,Loess,08102020,29102020,0,15,0,,1.4,,,,,,1480,,11,,45,,,,133,,,,,,,,,,4.1,,,,235,,6,,10,,,,,,,,,,,,,,,,,,,,4.8,,0.4,,3.3,,15,,133,,84,,,,28,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,13,,0.6,,0.2,,0.8,,7.8,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,71,,9.8,,3.1,,0.5,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,,,,1.7,,,,,,,,,,0.52,,62,,19,,,,,,,,,38.5,13.8,1.21
SHEPHERDS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211128,776688,BEM,SHEPHERDS 16474,BODEM,Loess,08102020,12112020,0,15,0,,1.3,,,,,,2020,,9,,70,,,,149,,,,,,,,,,5.4,,,,225,,5,,9,,,,,,,,,,,,,,,,,,,,5,,0.7,,3.8,,14,,112,,79,,,,60,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,13.6,,0.7,<,0.1,<,0.1,,8.1,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,62,,12,,4.8,,0.6,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,,,,1.8,,,,,,,,,,0.47,,67,,15,,,,,,,,,39.1,13.9,1.19
SHINEHILL,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5222807,778036,BEM,SHINEHILL 18227,BODEM,Loess,08102020,12112020,0,25,0,,2.5,,,,,,2810,,10,,145,,,,18,,,,,,,,,,2.7,,,,535,,28,,32,,,,,,,,,,,,,,,,,,,,5.2,,1.7,,4.5,,21,,184,,89,,,,75,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,13.6,,1.3,<,0.1,<,0.1,,6.5,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,79,,7.4,,1.5,,0.7,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475,,,,2.8,,,,,,,,,,0.62,,25,,48,,,,,,,,,37.9,17.3,1.17
SIDEPARK,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211125,776675,BEM,Sidepark 16475,BODEM,Loess,08102020,02112020,0,15,0,,1.4,,,,,,1750,,10,,55,,,,152,,,,,,,,,,4.1,,,,255,,7,,11,,,,,,,,,,,,,,,,,,,,4.8,,0.7,,3.4,,18,,117,,80,,,,43,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,16.6,,0.9,,0.2,,0.8,,7,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,62,,14,,3.5,,0.8,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640,,,,1.7,,,,,,,,,,0.5,,52,,26,,,,,,,,,38.5,15.4,1.20
SILOS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223505,778190,BEM,SILOS 18731,BODEM,Loess,08102020,12112020,0,25,0,,2.4,,,,,,3290,,10,,160,,,,385,,,,,,,,,,5.5,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,5.7,,1.3,,5.8,,25,,203,,82,,,,93,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,25.3,,1,<,0.1,<,0.1,,6,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,67,,12,,2.7,,0.5,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7730,,,,3.2,,,,,,,,,,0.55,,30,,38,,,,,,,,,41.2,21.6,1.13
SIMONS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211128,776689,BEM,SIMONS 16479,BODEM,Loess,08102020,12112020,0,15,0,,1.7,,,,,,3870,,8,,130,,,,165,,,,,,,,,,3.8,,,,345,,6,,10,,,,,,,,,,,,,,,,,,,,6.8,,1.1,,6.5,,22,,238,,98,,,,86,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,33,,1.5,<,0.1,<,0.1,,7.1,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,82,,14,,1.6,,0.6,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6515,,,,3.2,,,,,,,,,,0.49,,70,,0,,,,,,,,,43.2,21.5,1.11
,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223518,778226,BEM,SOUTHAFRIC,BODEM,Loess,08102020,12112020,0,25,0,,1.7,,,,,,1850,,10,,100,,,,214,,,,,,,,,,5.2,,,,265,,12,,16,,,,,,,,,,,,,,,,,,,,5.1,,0.3,,3.6,,22,,163,,65,,,,56,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,22.3,,0.8,<,0.1,<,0.1,,6,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,47,,14,,3.2,,0.5,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4620,,,,1.8,,,,,,,,,,0.5,,20,,54,,,,,,,,,36,15.5,1.20
SOUTHAFRIC,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223520,778239,BEM,SOUTHAFRIC 18499,BODEM,Loess,08102020,12112020,0,25,0,,2.4,,,,,,3590,,10,,175,,,,220,,,,,,,,,,8.3,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,6.2,<,0.2,,6.9,,27,,217,,85,,,,104,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,34.1,,1.6,<,0.1,<,0.1,,6.2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,64,,16,,3.8,,0.7,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625,,,,3.6,,,,,,,,,,0.52,,23,,43,,,,,,,,,41.9,23.2,1.09
SPARKAPRCT,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776710,BEM,SPARGRASS 16478,BODEM,Loess,08102020,12112020,0,15,0,,2.3,,,,,,2750,,10,,85,,,,192,,,,,,,,,,4.1,,,,360,,9,,13,,,,,,,,,,,,,,,,,,,,7.2,,1.3,,5.1,,22,,201,,100,,,,67,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,23.4,,0.7,<,0.1,<,0.1,,7,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,86,,12,,2,,0.3,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970,,,,2.7,,,,,,,,,,0.53,,53,,19,,,,,,,,,41.4,19.9,1.15
SPARKFALLW,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776708,BEM,SPARKAPRCT 16476,BODEM,Loess,08102020,12112020,0,15,0,,2,,,,,,2820,,10,,90,,,,140,,,,,,,,,,3.9,,,,335,,6,,10,,,,,,,,,,,,,,,,,,,,6.5,,0.4,,5.3,,20,,163,,98,,,,114,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,23.5,,1.4,<,0.1,<,0.1,,7.2,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,81,,14,,2.4,,0.9,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,,,,2.9,,,,,,,,,,0.55,,43,,31,,,,,,,,,40.4,19.1,1.14
SPARKGRASS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211131,776709,BEM,SPARKFALLW 16477,BODEM,Loess,08102020,12112020,0,15,0,,1.4,,,,,,2170,,11,,65,,,,142,,,,,,,,,,3.5,,,,275,,5,,9,,,,,,,,,,,,,,,,,,,,5.1,<,0.2,,4.7,,18,,136,,88,,,,86,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,16.1,,0.7,<,0.1,<,0.1,,7.2,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,73,,12,,2.6,,0.5,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455,,,,2.4,,,,,,,,,,0.51,,51,,26,,,,,,,,,39.8,17.3,1.16
SPINDLES,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777127,BEM,SPINDLES 16917,BODEM,Loess,08102020,29102020,0,15,0,,1.5,,,,,,3150,,13,,75,,,,186,,,,,,,,,,8.4,,,,600,,15,,19,,,,,,,,,,,,,,,,,,,,7,,1.7,,6.9,,5,,183,,97,,,,82,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,21.9,,1.7,<,0.1,<,0.1,,9.8,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,79,,12,,4.6,,0.9,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775,,,,4,,,,,,,,,,0.58,,16,,70,,,,,,,,,34.8,11.1,1.09
SPINNEY,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211133,776879,BEM,SPINNEY 16959,BODEM,Loess,08102020,29102020,0,15,0,,2.4,,,,,,1820,,11,,60,,,,158,,,,,,,,,,2.9,,,,320,,9,,13,,,,,,,,,,,,,,,,,,,,6.5,,0.4,,4.1,,25,,211,,100,,,,27,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,22.7,,1.9,<,0.1,<,0.1,,6.1,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,87,,11,,1.4,,0.9,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6530,,,,2.1,,,,,,,,,,0.51,,39,,32,,,,,,,,,40,19.4,1.18
SPIONKOP,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777128,BEM,SPIONKOP 16918,BODEM,Loess,08102020,29102020,0,15,0,,1,,,,,,1640,,12,,50,,,,91,,,,,,,,,,4.7,,,,335,,10,,14,,,,,,,,,,,,,,,,,,,,5.8,,0.7,,3.8,,5,,66,,87,,,,68,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,8.2,,0.7,<,0.1,<,0.1,,9.7,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,67,,12,,7.1,,1.1,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,,,,2,,,,,,,,,,0.53,,10,,81,,,,,,,,,27.7,5.8,1.19
STEVES,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5211128,776690,BEM,STEVES 16480,BODEM,Loess,08102020,12112020,0,15,0,,1.7,,,,,,2100,,10,,65,,,,136,,,,,,,,,,2.9,,,,255,,6,,10,,,,,,,,,,,,,,,,,,,,4.5,,0.7,,4.1,,17,,134,,76,,,,51,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,17.4,,1,,0.2,,4.8,,7.3,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,60,,13,,2.2,,0.7,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,,,,2,,,,,,,,,,0.49,,54,,24,,,,,,,,,39.2,16,1.18
STONEY,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5215186,777398,BEM,STONEY 17606,BODEM,Loess,08102020,03112020,0,25,0,,1.2,,,,,,1330,,11,,70,,,,113,,,,,,,,,,2.5,,,,215,,10,,14,,,,,,,,,,,,,,,,,,,,3.6,,0.7,,2.8,,10,,68,,58,,,,46,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,4.9,,0.5,,4.1,,40,,8.7,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,46,,7.2,,3.7,,0.7,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,,,,1.5,,,,,,,,,,0.54,,25,,62,,,,,,,,,31.8,9.1,1.23
SUMMERGALA,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223505,778191,BEM,SUMMERGALA 18733,BODEM,Loess,08102020,12112020,0,25,0,,1.2,,,,,,1790,,12,,90,,,,304,,,,,,,,,,6.7,,,,295,,11,,15,,,,,,,,,,,,,,,,,,,,6.9,,0.7,,4.6,,11,,132,,88,,,,54,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,14,,0.7,<,0.1,<,0.1,,8.8,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,71,,11,,5.1,,0.5,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,,,,2.2,,,,,,,,,,0.48,,21,,63,,,,,,,,,34.2,11.8,1.16
SUMMERHILL,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223506,778196,BEM,SUMMERHILL 18732,BODEM,Loess,08102020,12112020,0,25,0,,1.2,,,,,,1550,,12,,70,,,,276,,,,,,,,,,5.9,,,,200,,6,,10,,,,,,,,,,,,,,,,,,,,5.1,,0.5,,3.8,,16,,114,,94,,,,61,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,14.3,,0.6,<,0.1,<,0.1,,7.6,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,75,,13,,5.2,,0.5,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070,,,,1.8,,,,,,,,,,0.47,,26,,54,,,,,,,,,35.5,13.7,1.19
SUNDERLAND,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776823,BEM,SUNDERLAND 16886,BODEM,Loess,08102020,29102020,0,15,0,,2,,,,,,2780,,9,,95,,,,194,,,,,,,,,,3.2,,,,345,,8,,12,,,,,,,,,,,,,,,,,,,,6.3,,0.9,,5.1,,17,,200,,100,,,,62,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,21.9,,1.9,<,0.1,<,0.1,,7.7,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,87,,11,,1.6,,1,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970,,,,2.6,,,,,,,,,,0.51,,53,,24,,,,,,,,,40.1,17.4,1.15
TENNIS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778238,BEM,TENNIS 18500,BODEM,Loess,08102020,13112020,0,25,0,,2.9,,,,,,3670,,9,,190,,,,157,,,,,,,,,,3.7,,,,400,,14,,18,,,,,,,,,,,,,,,,,,,,5.3,,0.7,,6.2,,37,,234,,82,,,,110,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,30.1,,1.5,<,0.1,<,0.1,,3.3,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,67,,13,,1.6,,0.6,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,3.2,,,,,,,,,,0.52,,29,,27,,,,,,,,,44.4,26.6,1.11
TINSHED,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223521,778240,BEM,TINSHED 18501,BODEM,Loess,08102020,12112020,0,25,0,,2.7,,,,,,4780,,9,,245,,,,294,,,,,,,,,,6.4,,,,350,,4,,8,,,,,,,,,,,,,,,,,,,,6.6,,1.1,,7.5,,36,,216,,95,,,,134,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,40.2,,1.6,<,0.1,<,0.1,,5.6,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,72,,19,,3,,0.7,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8430,,,,4.3,,,,,,,,,,0.57,,18,,37,,,,,,,,,44.1,26.5,1.08
TOBYS01,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210614,776781,BEM,toby s02 16961,BODEM,Loess,08102020,28102020,0,15,0,,1.9,,,,,,1510,,11,,45,,,,87,,,,,,,,,,2.3,,,,195,,4,,8,,,,,,,,,,,,,,,,,,,,6.1,,1.1,,4.4,,16,,132,,100,,,,74,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,20.5,,1.8,<,0.1,<,0.1,,7.8,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,81,,16,,1.7,,1.4,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,,,,1.7,,,,,,,,,,0.39,,41,,38,,,,,,,,,38.1,15.6,1.17
